record_id,years_experience,expected_salary_k,age,weekly_hours,num_applications,gender,job_level,industry,city,education_level,political_affiliation,expected_title,skills,education_ordinal,job_level_ordinal,ground_truth_jd_id
REC_02997,10.0,35.0,30.0,52.7,10.0,Female,Manager,Manufacturing,Chongqing,,CPC Candidate,Smart Factory Consultant,"Kinematics, ROS, Lean Manufacturing, Data Analysis, IoT Architecture, Automation, Business Continuity",,5,JD_0700
REC_02998,3.0,9.0,26.0,45.0,4.0,Male,Junior,E-Commerce,Tianjin,Bachelor's,CPC Candidate,Warehouse Automation Dev,"Elasticsearch, Python, Qualitative Research, ROS, Spark",1.0,1,JD_0993
REC_02999,3.0,15.0,24.0,48.4,8.0,Female,Mid-level,Media,Changsha,Master's,CPC Member,AdTech Systems Arch,"Social Media Analytics, RF Engineering, FFmpeg, Houdini/Maya, Wwise/FMOD, Agile/Scrum",2.0,2,JD_1627
REC_03000,7.0,40.0,33.0,43.0,8.0,Female,Senior,Retail,Shanghai,High School,Democratic Party Member,POS Systems Dev,"Communication, Operations Research, Inventory Optimization, Project Management, C# / Java, Market Research",0.0,3,JD_0920
REC_03001,3.0,10.0,32.0,41.3,3.0,Female,Junior,Logistics,,Master's,Non-affiliated,Warehouse Sys Specialist,"Excel/VBA, Customer Service, ERP Systems, S&OP Process, Incoterms, Vendor Management, Analytical Skills, Operations Research",2.0,1,JD_0188
REC_03002,9.0,47.0,32.0,44.4,6.0,Female,Lead,Telecom,Wuhan,Master's,CPC Member,Fiber Planner,"Project Management, OSP Design, MATLAB, Network Security, SQL, AutoCAD, Wireshark, Data Analysis",2.0,4,JD_1402
REC_03003,10.0,40.0,31.0,46.0,8.0,Male,Senior,E-Commerce,Nanjing,Master's,CPC Member,Personalization Specialist,"Excel, Copywriting, SEO/SEM, ERP Systems, Elasticsearch, Data Analysis, Spark",2.0,3,JD_0124
REC_03004,12.0,55.0,37.0,50.9,8.0,Female,Manager,Telecom,Chengdu,Bachelor's,,Billing Analyst,"Technical Writing, Telecom Fundamentals, DDoS Mitigation, GIS (ArcGIS/QGIS), Microservices, DSP, Optical Engineering",1.0,5,JD_1581
REC_03005,10.0,37.0,33.0,39.2,3.0,Female,Manager,E-Commerce,Chengdu,Bachelor's,Non-affiliated,Supply Chain Planner,"Taxonomy, Qualitative Research, Copywriting, PIM systems, Google Analytics, Data Governance, UX Strategy",1.0,5,JD_1403
REC_03006,11.0,30.0,34.0,40.2,7.0,Male,Senior,Manufacturing,Guangzhou,Bachelor's,Democratic Party Member,Scientist Materials,"Risk Management, IoT, Process Improvement, Industry 4.0, Machine Learning",1.0,3,JD_1400
REC_03007,12.0,45.0,40.0,,9.0,Female,Lead,Real Estate,Beijing,,CPC Candidate,Investment Analyst,"Urban Planning, Valuation, Construction Knowledge, Network Security, Macroeconomics, IoT Architecture, Property Management Software, Procore",,4,JD_1975
REC_03008,3.0,11.0,30.0,47.3,7.0,Male,Junior,Healthcare,Zhengzhou,Bachelor's,Non-affiliated,Medical Imaging Researcher,"Biostatistics, SQL Tuning, HL7/FHIR, Medical Imaging (DICOM), Data Privacy, EHR/EMR Systems",1.0,1,JD_0939
REC_03009,3.0,20.0,31.0,41.5,5.0,Female,Mid-level,Healthcare,Chongqing,Master's,,EHR Systems Architect,"Clinical Trial Design, HL7/FHIR, HIPAA/HITECH, Linux/Unix, Genetics, Security, IoT Integration",2.0,2,JD_1093
REC_03010,8.0,35.0,32.0,34.2,4.0,Female,Senior,FinTech,Chongqing,Bachelor's,CPC Member,Risk Manager,"Cryptography, Algorithmic Trading, SAS, Auditing, Stochastic Calculus, Valuation",1.0,3,JD_1509
REC_03011,13.0,45.0,35.0,,6.0,Female,Manager,Media,Suzhou,Bachelor's,CPC Member,Strategist Social,"Agile/Scrum, RF Engineering, Predictive Modeling, Computer Graphics, DRM Technologies",1.0,5,JD_0351
REC_03012,1.0,18.0,,,8.0,Female,Junior,Retail,Zhengzhou,Master's,,POS Systems Dev,"Strategy Development, SQL, Loss Prevention, Operations Research, Visual Merchandising",2.0,1,JD_1341
REC_03013,8.0,45.0,32.0,43.8,7.0,Male,Lead,Manufacturing,Chongqing,Master's,Non-affiliated,Robotics Programmer,"Python, Chemistry, Spectroscopy, Computer Vision, Edge Computing, Excel, System Integration, Design of Experiments (DOE)",2.0,4,JD_1410
REC_03014,7.0,18.0,29.0,42.9,8.0,Male,Mid-level,Manufacturing,Chongqing,Ph.D.,,Materials Scientist,"SCADA, Quality Assurance, PLC Programming, C++, IoT",3.0,2,JD_0483
REC_03015,0.0,16.0,26.0,43.0,11.0,Female,Junior,Real Estate,Wuhan,Bachelor's,Non-affiliated,RE Portfolio Strategist,"Revit, UX/UI, Python (GeoPandas), Risk Modeling, Data Analysis, 3D Modeling, BMS Systems, Real Estate Economics",1.0,1,JD_0673
REC_03016,7.0,,,44.1,8.0,Female,Senior,Manufacturing,Changsha,Bachelor's,Non-affiliated,Scientist Materials,"Lean Manufacturing, Industrial Networks, Consulting, PLC Programming, IoT Architecture, Signal Processing, Python",1.0,3,JD_0209
REC_03017,5.0,20.0,33.0,40.0,,Male,Senior,Manufacturing,Changsha,Master's,Non-affiliated,Lean Six Sigma Lead,"Reliability Engineering, MQTT/OPC-UA, Chemistry, Supply Chain Mapping, Robotics Programming, Quality Assurance, C++, Minitab",2.0,3,JD_0209
REC_03018,16.0,52.0,41.0,62.1,10.0,Male,Manager,Education Technology,Xi'an,High School,Non-affiliated,Instructional Designer,"A/B Testing, Text Mining, Experimental Design, API Development, Curriculum Development, UI/UX Design",0.0,5,JD_0944
REC_03019,2.0,9.0,25.0,40.5,12.0,Female,Junior,Manufacturing,Zhengzhou,Bachelor's,,IIoT Integrator,"Minitab, Lean Manufacturing, Materials Science, ERP/MRP Systems, Business Continuity, Chemistry, IoT Architecture, Risk Management",1.0,1,JD_0340
REC_03020,2.0,15.0,28.0,46.2,6.0,Female,Junior,Real Estate,Nanjing,Master's,Non-affiliated,GIS Specialist (RE),"Spatial Databases, Navisworks, Due Diligence, Agile, Underwriting, GIS (ArcGIS/QGIS)",2.0,1,JD_0673
REC_03021,5.0,25.0,31.0,,11.0,Male,Mid-level,E-Commerce,Xi'an,Bachelor's,CPC Member,Specialist Personalization,"NLP, PIM systems, Copywriting, HTML/CSS, ROS, Demand Forecasting",1.0,2,JD_0015
REC_03022,8.0,45.0,33.0,44.1,7.0,Male,Manager,Media,Suzhou,Ph.D.,Democratic Party Member,Interactive Producer,"Audio Programming, CDN Architecture, Python, Video Routing, AR/VR Tech",3.0,5,JD_0351
REC_03023,12.0,28.0,34.0,49.5,10.0,Female,Senior,Healthcare,Changsha,Master's,Non-affiliated,Biostatistician,"Database Admin, Bioconductor, Cloud Computing (AWS/Azure), Clinical Trial Design, PyTorch",2.0,3,JD_1432
REC_03024,4.0,20.0,30.0,,6.0,Male,Mid-level,E-Commerce,Shanghai,Master's,CPC Candidate,LTV Analyst,"UX Strategy, Digital Marketing, A/B Testing, Tableau, Spark, PIM systems",2.0,2,JD_0049
REC_03025,14.0,50.0,37.0,53.4,5.0,Female,VP,Manufacturing,Suzhou,Bachelor's,Non-affiliated,Lean Six Sigma Lead,"Data Analysis, Process Improvement, IoT, Computer Vision, Chemistry",1.0,7,JD_0384
REC_03026,5.0,34.0,27.0,40.9,4.0,Female,Senior,Retail,Suzhou,High School,Non-affiliated,Systems POS Dev,"Database Management, Negotiation, Qualitative Research, Inventory Optimization, Category Management, Retail Math",0.0,3,JD_0920
REC_03027,8.0,34.0,33.0,41.3,11.0,Female,Lead,E-Commerce,Wuhan,Master's,CPC Member,Warehouse Automation Dev,"UX Research, Copywriting, Data Visualization, Data Governance, Journey Mapping, Taxonomy, A/B Testing",2.0,4,JD_1648
REC_03028,5.0,15.0,29.0,50.1,3.0,Male,Mid-level,Retail,Suzhou,High School,CPC Member,Visual Merchandiser,"POS Architecture, Database Management, A/B Testing, Marketing Analytics, Qualitative Research, CRM Systems (Salesforce), API Integration",0.0,2,JD_0920
REC_03029,5.0,,,43.8,7.0,Female,Senior,Retail,Guangzhou,Master's,Non-affiliated,Shopper Insights,"Omnichannel Retail, Python, Procurement, Project Management, Market Research",2.0,3,JD_0170
REC_03030,2.0,10.0,25.0,33.9,5.0,Male,Junior,Education Technology,,Bachelor's,Non-affiliated,Curriculum Data Scientist,"Operations Management, Tableau/Power BI, Python, SQL, Pedagogy, Product Management, Instructional Design, Qualitative Research",1.0,1,JD_1809
REC_03031,9.0,35.0,35.0,42.8,9.0,Male,Manager,Manufacturing,Shanghai,Bachelor's,Non-affiliated,Factory Smart Consultant,"Machine Learning, ERP/MRP Systems, Production Planning, Six Sigma Black Belt, Financial Analysis, Six Sigma, Minitab, Automation",1.0,5,JD_0700
REC_03032,10.0,,35.0,49.2,11.0,Female,Lead,E-Commerce,Beijing,Master's,Non-affiliated,Supply Chain Planner,"NLP, Machine Learning, Qualitative Research, Supply Chain Management, Python, Journey Mapping, Google Analytics",2.0,4,JD_0031
REC_03033,7.0,45.0,28.0,,7.0,Female,Lead,Healthcare,Wuhan,Master's,,Clinical Trial Coordinator,"Survival Analysis, Cloud Computing (AWS/Azure), Patient Recruitment, SQL, Genomics, Security, System Architecture, Database Admin",2.0,4,JD_1798
REC_03034,4.0,18.0,31.0,39.8,12.0,Female,Mid-level,Energy,Hangzhou,Bachelor's,CPC Member,Sustainability Consultant,"Thermodynamics, Petroleum Engineering, Power System Dynamics, Reservoir Simulation, Data Analysis, SQL, ESG Reporting",1.0,2,JD_0266
REC_03035,6.0,15.0,29.0,51.2,15.0,Male,Mid-level,Logistics,Beijing,Bachelor's,,Freight Forwarder,"Physical Security, GIS, WMS (Manhattan/Blue Yonder), Customer Service, C++, Auditing, Freight Forwarding, Inventory Management",1.0,2,JD_0926
REC_03036,2.0,25.0,26.0,36.2,7.0,Male,Mid-level,Education Technology,Xi'an,High School,Non-affiliated,Student Success Specialist,"Data Visualization, User Research, Product Management, LTI Standards, Educational Data Mining, Wireframing, UI/UX Design, Java/C#",0.0,2,JD_1038
REC_03037,1.0,8.0,23.0,44.6,2.0,Male,Intern,Energy,Chongqing,Bachelor's,CPC Member,Sustainability Consultant,"Risk Assessment (HAZOP), Auditing, Economics, ESG Reporting, Time Series Forecasting",1.0,0,JD_0893
REC_03038,6.0,22.0,32.0,47.6,9.0,Male,Mid-level,Education Technology,Zhengzhou,Bachelor's,Non-affiliated,UX Researcher (Edu),"Text Mining, Pedagogy, Experimental Design, Python, Predictive Modeling",1.0,2,JD_0620
REC_03039,,15.0,26.0,47.2,6.0,Male,Junior,Energy,Changsha,Bachelor's,CPC Member,Renewable Analyst,"Detail Oriented, Economics, Control Systems, Leadership, Control Theory, Time Series Forecasting, Power System Dynamics, Research",1.0,1,JD_0296
REC_03040,6.0,15.0,33.0,56.0,12.0,Male,Mid-level,Telecom,Zhengzhou,Bachelor's,,RF Optimization Eng,"DSP, DDoS Mitigation, SBC Config, Regulatory Compliance, Microservices, Data Analysis, Java, RF Engineering",1.0,2,JD_0667
REC_03041,3.0,15.0,23.0,39.8,9.0,Female,Junior,Healthcare,,Bachelor's,,Trial Clinical Coordinator,"SAS, GATK, HIPAA/HITECH, PyTorch, GCP, Computer Vision, Bioconductor, Bash/Shell",1.0,1,JD_0250
REC_03042,6.0,30.0,33.0,39.8,3.0,Female,Senior,E-Commerce,Tianjin,Bachelor's,CPC Member,LTV Analyst,"Google Ads, ROS, Tableau, Vector Databases, Figma, UX Strategy, A/B Testing, Spark",1.0,3,JD_1480
REC_03043,3.0,15.0,27.0,44.2,5.0,Male,Junior,E-Commerce,Tianjin,Bachelor's,CPC Member,Personalization Specialist,"Warehouse Management Systems, NLP, HTML/CSS, Recommendation Systems, Web Analytics, ERP Systems, Customer Analytics",1.0,1,JD_0359
REC_03044,0.0,17.0,,46.2,5.0,Female,Junior,Media,Shenzhen,Bachelor's,Non-affiliated,Audience Analytics,"Java/Go, Deep Learning, AdTech (OpenRTB), Predictive Modeling, Python, Computer Graphics, Video Codecs (H.264/H.265), Copywriting",1.0,1,JD_1173
REC_03045,1.0,10.0,,35.9,12.0,Male,Junior,Education Technology,Shanghai,Master's,Non-affiliated,Adaptive Learning Dev,"Game Design, Wireframing, A/B Testing, Predictive Modeling, UI/UX Design, Pedagogy, Behavioral Psychology, Data Visualization",2.0,1,JD_1809
REC_03046,5.0,18.0,31.0,37.3,10.0,Male,Mid-level,Healthcare,Wuhan,Bachelor's,CPC Member,Imaging Medical Researcher,"Patient Recruitment, Regulatory Compliance, SQL Tuning, Risk Management, GCP, Survival Analysis, Legal Standards",1.0,2,JD_1136
REC_03047,7.0,25.0,30.0,48.1,13.0,Female,Senior,Gaming,Wuhan,Ph.D.,CPC Member,Economy Designer,"Network Programming, C++, Psychometrics, Scripting (Lua/Python), Cloud Architecture (AWS), Agile, Narrative Design, C/C++",3.0,3,JD_0289
REC_03048,18.0,55.0,41.0,44.6,8.0,Male,Manager,Retail,Wuhan,Bachelor's,CPC Member,POS Systems Dev,"Database Management, Pricing Strategy, Physical Security, Strategy Development, SPSS, C# / Java, Negotiation, Survey Design",1.0,5,JD_0580
REC_03049,5.0,25.0,26.0,50.2,7.0,Male,Senior,Energy,Suzhou,Bachelor's,Non-affiliated,Power Plant Manager,"Carbon Accounting, Time Series Forecasting, Thermodynamics, Excel, Energy Markets, Health & Safety Regulations, Operations Management, Economics",1.0,3,JD_0088
REC_03050,8.0,25.0,31.0,45.7,12.0,Male,Senior,FinTech,Chongqing,Bachelor's,Non-affiliated,Fraud Analyst,"Algorithmic Trading, NetworkX, Microservices, Financial Modeling, Payment Gateways, Market Microstructure",1.0,3,JD_1631
REC_03051,,25.0,36.0,45.6,5.0,Male,Senior,Media,Suzhou,Bachelor's,Non-affiliated,Digital Rights Head of,"Pipeline Development, AdTech (OpenRTB), Communication, Budgeting, DSP, Wwise/FMOD, Broadcast Engineering",1.0,3,JD_0058
REC_03052,5.0,25.0,30.0,39.4,7.0,Female,Mid-level,Education Technology,Nanjing,Master's,CPC Candidate,LMS Architect,"Scheduling Algorithms, System Architecture, Cognitive Science, UI/UX Design, Wireframing, Multimedia",2.0,2,JD_1928
REC_03053,8.0,27.0,31.0,48.2,9.0,Female,Senior,Retail,Suzhou,Bachelor's,,POS Systems Dev,"ERP Systems, Project Management, Qualitative Research, Data Visualization, Excel",1.0,3,JD_1029
REC_03054,4.0,25.0,32.0,,7.0,Female,Mid-level,Real Estate,Changsha,Bachelor's,Non-affiliated,Urban Planner (Tech),"Python, Revit, Navisworks, GIS (ArcGIS/QGIS), Web GIS, Construction Knowledge, UX/UI, Data Analysis",1.0,2,JD_0895
REC_03055,7.0,18.8,29.0,46.1,,Male,Mid-level,FinTech,Chengdu,Bachelor's,,Compliance Officer,"SQL, M&A, Valuation, GLM, Financial Risk Management",1.0,2,JD_0303
REC_03056,2.0,18.0,30.0,37.5,10.0,Male,Junior,Education Technology,Wuhan,Master's,CPC Member,Tutor Online Coordinator,"Communication, API Development, Database Design, Text Mining, Usability Testing, Product Management",2.0,1,JD_1492
REC_03057,3.0,20.0,29.0,51.9,7.0,Male,Mid-level,Retail,Shanghai,,CPC Candidate,Omnichannel Strategist,"Database Management, SQL, Project Management, E-commerce, Vendor Management, Data Analysis, Category Management",,2,JD_0846
REC_03058,,30.0,26.0,39.3,5.0,Female,Senior,Retail,Shanghai,Bachelor's,Non-affiliated,Shopper Insights,"Inventory Planning, SPSS, Visual Merchandising, ERP Systems, Operations Research, Physical Security, Retail Math, Negotiation",1.0,3,JD_0170
REC_03059,5.0,25.0,32.0,40.7,10.0,Female,Mid-level,FinTech,Tianjin,Ph.D.,CPC Member,Payments Architect,"Credit Risk Modeling, Cryptography, SQL, Microservices, Kdb+/Q, Actuarial Modeling, Python",3.0,2,JD_0303
REC_03060,1.0,9.0,25.0,41.2,6.0,Female,Junior,Real Estate,Chongqing,Bachelor's,CPC Member,RE Portfolio Strategist,"Excel, GIS (ArcGIS/QGIS), Macroeconomics, Network Security, Project Controls, Agile, UX/UI, Financial Modeling",1.0,1,JD_0003
REC_03061,7.0,,32.0,44.0,9.0,Female,Senior,Retail,Wuhan,Master's,Non-affiliated,Merchandiser Visual,"API Integration, E-commerce, Physical Security, C# / Java, Procurement, Excel, Auditing, Operations Research",2.0,3,JD_0170
REC_03062,0.0,15.0,26.0,,,Male,Junior,Media,Chengdu,Master's,Non-affiliated,Social Strategist,"Social Media Analytics, DRM Technologies, Agile/Scrum, AR/VR Tech, Deep Learning, Content Strategy, System Architecture",2.0,1,JD_1173
REC_03063,19.0,,42.0,54.1,7.0,Male,Director,Healthcare,Chongqing,Master's,CPC Member,Bioinformatics Scientist,"Security, PyTorch, Survival Analysis, Study Design, SQL, Cloud Computing (AWS/Azure)",2.0,6,JD_0730
REC_03064,8.0,40.0,29.0,41.4,5.0,Female,Lead,FinTech,Wuhan,Master's,,Fraud Analyst,"Excel, Logistic Regression, Microservices, Quantitative Finance, SQL, Financial Risk Management, Solidity, SAS",2.0,4,JD_1035
REC_03065,3.0,25.0,28.0,,11.0,Male,Mid-level,Logistics,Shenzhen,,Democratic Party Member,IoT Telemetry Analyst,"Python, Kafka, Operations Research, Supply Chain Law, WMS (Manhattan/Blue Yonder), Physical Security",,2,JD_0541
REC_03066,13.0,36.0,37.0,45.8,7.0,Female,Manager,E-Commerce,Beijing,Bachelor's,CPC Member,Marketer Digital,"IoT, Google Ads, Demand Forecasting, Google Analytics, ERP Systems, Python, Digital Marketing, Supply Chain Management",1.0,5,JD_1070
REC_03067,2.0,10.0,23.0,45.8,7.0,Male,Junior,Media,Beijing,Master's,Non-affiliated,AdTech Systems Arch,"Tableau, Python, Social Media Analytics, FFmpeg, High Throughput",2.0,1,JD_0252
REC_03068,7.0,30.0,31.0,45.0,2.0,Male,Senior,Real Estate,Suzhou,Bachelor's,Non-affiliated,Valuation Analyst,"Cartography, Agile, Data Visualization, Python (GeoPandas), Lease Administration",1.0,3,JD_0889
REC_03069,1.0,10.0,23.0,45.0,6.0,Female,Junior,Retail,,Bachelor's,Non-affiliated,Category Manager,"Data Entry, Space Planning, Visual Merchandising, Pricing Strategy, CRM Systems (Salesforce)",1.0,1,JD_1740
REC_03070,6.0,,30.0,39.3,8.0,Female,Mid-level,Manufacturing,Shenzhen,Bachelor's,CPC Member,Automation Architect,"Six Sigma, Process Improvement, Spectroscopy, Reliability Engineering, Chemistry, Industrial Networks",1.0,2,JD_0025
REC_03071,14.0,40.0,38.0,45.1,6.0,Female,Lead,E-Commerce,Guangzhou,Bachelor's,Non-affiliated,Catalog Head of,"Data Governance, Digital Marketing, PIM systems, IoT, Vector Databases, ROS",1.0,4,JD_0180
REC_03072,4.0,20.0,27.0,40.3,5.0,Male,Mid-level,Retail,Shanghai,Bachelor's,Democratic Party Member,Shopper Insights,"SQL, Excel, Procurement, Strategy Development, C# / Java, Auditing",1.0,2,JD_0846
REC_03073,10.0,30.0,38.0,49.2,10.0,Female,Senior,Gaming,Xi'an,Bachelor's,Non-affiliated,UI/UX Game Designer,"Data Analysis, Network Programming, UI/UX Design, Agile, C/C++, Unity, Reverse Engineering",1.0,3,JD_0635
REC_03074,10.0,30.0,37.0,45.0,,Female,Senior,Retail,Chongqing,Bachelor's,Non-affiliated,Category Manager,"Database Management, A/B Testing, E-commerce, CRM Systems (Salesforce), Space Planning, ERP Systems",1.0,3,JD_0170
REC_03075,2.0,18.0,24.0,39.1,5.0,Male,Junior,Energy,,Bachelor's,CPC Member,Grid Stability Researcher,"Thermodynamics, Risk Management, Health & Safety Regulations, SCADA, Economics, Big Data (Spark)",1.0,1,JD_1382
REC_03076,0.0,,22.0,38.7,12.0,Male,Intern,Media,Beijing,Bachelor's,CPC Member,Effects Visual TD,"PyTorch, Networking, Content Licensing, Copywriting, FFmpeg, Troubleshooting",1.0,0,JD_0619
REC_03077,4.0,25.0,28.0,35.4,6.0,Male,Mid-level,Logistics,Beijing,Master's,CPC Candidate,Route Optimization Eng,"Analytical Skills, Logistics Planning, OR-Tools, Vendor Management, S&OP Process, Inventory Management, Python",2.0,2,JD_0541
REC_03078,,30.0,28.0,,11.0,Male,Senior,Education Technology,Wuhan,Bachelor's,Non-affiliated,LMS Architect,"Instructional Design, Cognitive Science, Training, HCI, NLP, SQL",1.0,3,JD_0461
REC_03079,13.0,38.0,34.0,39.3,8.0,Male,Lead,E-Commerce,Suzhou,Bachelor's,CPC Member,Personalization Specialist,"Digital Marketing, Taxonomy, UX Research, SEO/SEM, Recommendation Systems, UX Strategy, Machine Learning, Python",1.0,4,JD_0504
REC_03080,6.0,13.0,29.0,41.3,3.0,Male,Mid-level,Media,Wuhan,Master's,CPC Member,Interactive Producer,"Copywriting, Computer Graphics, PyTorch, Audio Programming, Tableau",2.0,2,JD_0178
REC_03081,1.0,16.0,24.0,44.0,8.0,Female,Junior,Healthcare,Shanghai,Bachelor's,Non-affiliated,Biostatistician,"Health Informatics, Security, HIPAA/HITECH, Genomics, Regulatory Compliance, Computer Vision, Linux/Unix",1.0,1,JD_0250
REC_03082,3.0,14.0,31.0,,11.0,Female,Junior,Retail,Shenzhen,Ph.D.,Non-affiliated,Buying Coordinator,"Python, Project Management, Supply Chain, Procurement, Omnichannel Retail, Data Visualization",3.0,1,JD_1341
REC_03083,3.0,15.0,25.0,45.9,3.0,Male,Junior,FinTech,Shanghai,Bachelor's,Non-affiliated,Blockchain Developer,"XGBoost, Python, Valuation, Go, SQL, Time Series Analysis, Financial Risk Management, Actuarial Modeling",1.0,1,JD_1118
REC_03084,,27.0,38.0,51.7,9.0,Male,Lead,Media,Wuhan,Master's,CPC Candidate,AdTech Systems Arch,"Data Analysis, Recommendation Systems, RF Engineering, Budgeting, Agile/Scrum, Content Licensing, Communication",2.0,4,JD_0097
REC_03085,0.0,10.0,24.0,46.3,,Female,Intern,Healthcare,Guangzhou,Bachelor's,CPC Candidate,Medical Imaging Researcher,"Survival Analysis, Medical Imaging (DICOM), Genetics, Security, EDC Systems, Epidemiology, Data Privacy, GCP",1.0,0,JD_0432
REC_03086,2.0,12.0,26.0,46.5,4.0,Male,Junior,E-Commerce,,Master's,Non-affiliated,Catalog Head of,"Data Analysis, Tableau, IoT, Data Visualization, Taxonomy",2.0,1,JD_0039
REC_03087,6.0,25.0,30.0,,11.0,Male,Senior,E-Commerce,Nanjing,Master's,CPC Member,Warehouse Automation Dev,"Optimizely, Data Visualization, Tableau, SEO/SEM, Google Ads, Growth Marketing, Qualitative Research, Data Analysis",2.0,3,JD_0167
REC_03088,12.0,21.0,37.0,42.3,6.0,Male,Senior,Retail,Hangzhou,,Non-affiliated,Inv Optimization Lead,"Project Management, Strategy Development, Visual Merchandising, Excel, Inventory Planning, Survey Design, ERP Systems",,3,JD_0747
REC_03089,15.0,35.0,37.0,52.0,7.0,Male,Lead,Healthcare,Hangzhou,Bachelor's,Non-affiliated,Telemedicine Engineer,"GATK, Cloud Computing (AWS/Azure), Survival Analysis, Statistical Inference, Medical Imaging (DICOM), Genetics",1.0,4,JD_1088
REC_03090,2.0,14.0,29.0,45.4,9.0,Male,Junior,Media,Xi'an,Master's,CPC Member,Social Strategist,"Networking, Pipeline Development, RF Engineering, SQL, Computer Graphics",2.0,1,JD_0706
REC_03091,18.0,58.1,42.0,44.1,5.0,Male,Director,Logistics,Shenzhen,Master's,,Chain Supply Security,"GIS, Freight Forwarding, Supply Chain Management, Compliance, Urban Logistics",2.0,6,JD_1214
REC_03092,3.0,15.0,30.0,56.6,7.0,Male,Junior,E-Commerce,Shanghai,Bachelor's,CPC Member,Supply Chain Planner,"Customer Analytics, Copywriting, Warehouse Management Systems, Vector Databases, Spark, Recommendation Systems, Demand Forecasting",1.0,1,JD_0359
REC_03093,3.0,25.0,29.0,47.3,9.0,Male,Mid-level,Telecom,Beijing,,CPC Member,Telco Cyber Specialist,"Microservices, Signaling Security, Wireshark, Java, AutoCAD, Networking (QoS), Network Security",,2,JD_1288
REC_03094,20.0,,47.0,51.3,12.0,Female,Director,Education Technology,Suzhou,Bachelor's,Non-affiliated,Curriculum Data Scientist,"UI/UX Design, Instructional Design, System Architecture, Cloud Computing, Curriculum Development, Product Management",1.0,6,JD_1435
REC_03095,4.0,20.0,29.0,43.8,6.0,Female,Mid-level,Gaming,Suzhou,Bachelor's,CPC Member,UI/UX Game Designer,"Cloud Architecture (AWS), Unreal Engine, Assembly, NLP, Narrative Design",1.0,2,JD_0276
REC_03096,11.0,33.0,36.0,56.4,8.0,Male,Lead,Energy,Shanghai,Bachelor's,Non-affiliated,Credit Carbon Auditor,"Troubleshooting, Energy Yield Modeling, Power Systems Engineering, Power System Dynamics, Time Series Analysis, Environmental Comp, Regulatory Frameworks, ESG Reporting",1.0,4,JD_0041
REC_03097,6.0,15.0,30.0,44.3,7.0,Male,Mid-level,E-Commerce,Shenzhen,Master's,Non-affiliated,Conversion Optimizer,"Google Ads, Data Analysis, Google Analytics, Recommendation Systems, Data Governance, UX Strategy",2.0,2,JD_0643
REC_03098,2.0,,28.0,43.2,5.0,Female,Mid-level,FinTech,Chongqing,Bachelor's,Non-affiliated,Investment Banker,"XGBoost, Stress Testing, Solidity, Credit Risk Modeling, Regulatory Compliance",1.0,2,JD_0245
REC_03099,8.0,35.0,33.0,40.1,8.0,Male,Senior,Education Technology,Nanjing,Master's,CPC Member,Student Success Analyst,"Data Analysis, A/B Testing, System Architecture, Roadmapping, Curriculum Development, Educational Data Mining",2.0,3,JD_0976
REC_03100,6.0,30.0,29.0,39.4,8.0,Female,Senior,Education Technology,Changsha,Ph.D.,Non-affiliated,Adaptive Learning Dev,"HCI, Roadmapping, Product Management, User Research, UI/UX Design",3.0,3,JD_0461
REC_03101,9.0,40.0,33.0,45.1,10.0,Male,Senior,Education Technology,Shanghai,Master's,Non-affiliated,Data Curriculum Scientist,"Machine Learning, LTI Standards, System Architecture, User Research, Usability Testing, Agile/Scrum, Tableau/Power BI",2.0,3,JD_0976
REC_03102,,25.0,36.0,50.4,5.0,Female,Senior,E-Commerce,Shanghai,Bachelor's,Non-affiliated,Customer Journey Mapper,"Elasticsearch, Qualitative Research, Web Analytics, PIM systems, Customer Analytics, Demand Forecasting, SEO/SEM, Copywriting",1.0,3,JD_0310
REC_03103,0.0,11.0,24.0,49.4,11.0,Female,Junior,Telecom,Chongqing,Bachelor's,CPC Member,VoIP Admin,"Information Theory, NFV/SDN, Linux, DDoS Mitigation, Wireshark, Excel",1.0,1,JD_1359
REC_03104,0.0,15.0,26.0,48.6,8.0,Female,Junior,Gaming,Guangzhou,Ph.D.,CPC Member,UI/UX Game Designer,"Go, User Research, Python, Logic Design, C#, Adobe Suite, Project Management",3.0,1,JD_1441
REC_03105,2.0,17.0,30.0,42.3,9.0,Male,Junior,FinTech,Hangzhou,Bachelor's,Non-affiliated,Credit Scorer,"Actuarial Modeling, Valuation, Cryptography, Credit Risk Modeling, Auditing, Go, NetworkX",1.0,1,JD_1118
REC_03106,13.0,50.0,38.0,46.1,10.0,Male,Director,FinTech,Wuhan,Master's,Non-affiliated,Architect Payments,"Cryptography, Payment Gateways, System Architecture, Time Series Analysis, C++, GLM",2.0,6,JD_0950
REC_03107,7.0,35.0,35.0,46.5,9.0,Male,Senior,Gaming,Chengdu,Bachelor's,Non-affiliated,Gameplay Programmer,"Wireframing, Live Operations, Shader Programming, Scripting (Lua/Python), A/B Testing, Machine Learning, Data Visualization, Adobe Suite",1.0,3,JD_0258
REC_03108,1.0,15.0,26.0,46.7,6.0,Male,Junior,E-Commerce,Xi'an,Ph.D.,Non-affiliated,Growth Hacker,"Web Analytics, A/B Testing, Supply Chain Management, C++, ERP Systems, Elasticsearch",3.0,1,JD_0277
